Tỉnh/Bang,Quốc gia/Vùng lãnh thổ,Vĩ độ,Kinh độ,Ngày,Ca xác nhận,Tử vong,Hồi phục,Đang điều trị,Khu vực WHO
unknown,afghanistan,33.93911,67.709953,2020-01-22,0,0,0,0,eastern mediterranean
unknown,albania,41.1533,20.1683,2020-01-22,0,0,0,0,europe
unknown,algeria,28.0339,1.6596,2020-01-22,0,0,0,0,africa
unknown,andorra,42.5063,1.5218,2020-01-22,0,0,0,0,europe
unknown,angola,-11.2027,17.8739,2020-01-22,0,0,0,0,africa
unknown,antigua and barbuda,17.0608,-61.7964,2020-01-22,0,0,0,0,americas
unknown,argentina,-38.4161,-63.6167,2020-01-22,0,0,0,0,americas
unknown,armenia,40.0691,45.0382,2020-01-22,0,0,0,0,europe
australian capital territory,australia,-35.4735,149.0124,2020-01-22,0,0,0,0,western pacific
new south wales,australia,-33.8688,151.2093,2020-01-22,0,0,0,0,western pacific
northern territory,australia,-12.4634,130.8456,2020-01-22,0,0,0,0,western pacific
queensland,australia,-27.4698,153.0251,2020-01-22,0,0,0,0,western pacific
south australia,australia,-34.9285,138.6007,2020-01-22,0,0,0,0,western pacific
tasmania,australia,-42.8821,147.3272,2020-01-22,0,0,0,0,western pacific
victoria,australia,-37.8136,144.9631,2020-01-22,0,0,0,0,western pacific
western australia,australia,-31.9505,115.8605,2020-01-22,0,0,0,0,western pacific
unknown,austria,47.5162,14.5501,2020-01-22,0,0,0,0,europe
unknown,azerbaijan,40.1431,47.5769,2020-01-22,0,0,0,0,europe
unknown,bahamas,25.025885,-78.035889,2020-01-22,0,0,0,0,americas
unknown,bahrain,26.0275,50.55,2020-01-22,0,0,0,0,eastern mediterranean
unknown,bangladesh,23.685,90.3563,2020-01-22,0,0,0,0,south-east asia
unknown,barbados,13.1939,-59.5432,2020-01-22,0,0,0,0,americas
unknown,belarus,53.7098,27.9534,2020-01-22,0,0,0,0,europe
unknown,belgium,50.8333,4.469936,2020-01-22,0,0,0,0,europe
unknown,benin,9.3077,2.3158,2020-01-22,0,0,0,0,africa
unknown,bhutan,27.5142,90.4336,2020-01-22,0,0,0,0,south-east asia
unknown,bolivia,-16.2902,-63.5887,2020-01-22,0,0,0,0,americas
unknown,bosnia and herzegovina,43.9159,17.6791,2020-01-22,0,0,0,0,europe
unknown,brazil,-14.235,-51.9253,2020-01-22,0,0,0,0,americas
unknown,brunei,4.5353,114.7277,2020-01-22,0,0,0,0,western pacific
unknown,bulgaria,42.7339,25.4858,2020-01-22,0,0,0,0,europe
unknown,burkina faso,12.2383,-1.5616,2020-01-22,0,0,0,0,africa
unknown,cabo verde,16.5388,-23.0418,2020-01-22,0,0,0,0,africa
unknown,cambodia,11.55,104.9167,2020-01-22,0,0,0,0,western pacific
unknown,cameroon,3.8480000000000003,11.5021,2020-01-22,0,0,0,0,africa
alberta,canada,53.9333,-116.5765,2020-01-22,0,0,0,0,americas
british columbia,canada,53.7267,-127.6476,2020-01-22,0,0,0,0,americas
manitoba,canada,53.7609,-98.8139,2020-01-22,0,0,0,0,americas
new brunswick,canada,46.5653,-66.4619,2020-01-22,0,0,0,0,americas
newfoundland and labrador,canada,53.1355,-57.6604,2020-01-22,0,0,0,0,americas
nova scotia,canada,44.681999999999995,-63.7443,2020-01-22,0,0,0,0,americas
ontario,canada,51.2538,-85.3232,2020-01-22,0,0,0,0,americas
prince edward island,canada,46.5107,-63.4168,2020-01-22,0,0,0,0,americas
quebec,canada,52.9399,-73.5491,2020-01-22,0,0,0,0,americas
saskatchewan,canada,52.9399,-106.4509,2020-01-22,0,0,0,0,americas
unknown,central african republic,6.6111,20.9394,2020-01-22,0,0,0,0,africa
unknown,chad,15.4542,18.7322,2020-01-22,0,0,0,0,africa
unknown,chile,-35.6751,-71.543,2020-01-22,0,0,0,0,americas
anhui,china,31.8257,117.2264,2020-01-22,1,0,0,1,western pacific
beijing,china,40.1824,116.4142,2020-01-22,14,0,0,14,western pacific
chongqing,china,30.0572,107.874,2020-01-22,6,0,0,6,western pacific
fujian,china,26.0789,117.9874,2020-01-22,1,0,0,1,western pacific
gansu,china,35.7518,104.2861,2020-01-22,0,0,0,0,western pacific
guangdong,china,23.3417,113.4244,2020-01-22,26,0,0,26,western pacific
guangxi,china,23.8298,108.7881,2020-01-22,2,0,0,2,western pacific
guizhou,china,26.8154,106.8748,2020-01-22,1,0,0,1,western pacific
hainan,china,19.1959,109.7453,2020-01-22,4,0,0,4,western pacific
hebei,china,39.549,116.1306,2020-01-22,1,0,0,1,western pacific
heilongjiang,china,47.861999999999995,127.7615,2020-01-22,0,0,0,0,western pacific
henan,china,37.8957,114.9042,2020-01-22,5,0,0,5,western pacific
hong kong,china,22.3,114.2,2020-01-22,0,0,0,0,western pacific
hubei,china,30.9756,112.2707,2020-01-22,444,17,28,399,western pacific
hunan,china,27.6104,111.7088,2020-01-22,4,0,0,4,western pacific
inner mongolia,china,44.0935,113.9448,2020-01-22,0,0,0,0,western pacific
jiangsu,china,32.9711,119.455,2020-01-22,1,0,0,1,western pacific
jiangxi,china,27.614,115.7221,2020-01-22,2,0,0,2,western pacific
jilin,china,43.6661,126.1923,2020-01-22,0,0,0,0,western pacific
liaoning,china,41.2956,122.6085,2020-01-22,2,0,0,2,western pacific
macau,china,22.1667,113.55,2020-01-22,1,0,0,1,western pacific
ningxia,china,37.2692,106.1655,2020-01-22,1,0,0,1,western pacific
qinghai,china,35.7452,95.9956,2020-01-22,0,0,0,0,western pacific
shaanxi,china,35.1917,108.8701,2020-01-22,0,0,0,0,western pacific
shandong,china,36.3427,118.1498,2020-01-22,2,0,0,2,western pacific
shanghai,china,31.201999999999998,121.4491,2020-01-22,9,0,0,9,western pacific
shanxi,china,37.5777,112.2922,2020-01-22,1,0,0,1,western pacific
sichuan,china,30.6171,102.7103,2020-01-22,5,0,0,5,western pacific
tianjin,china,39.3054,117.323,2020-01-22,4,0,0,4,western pacific
tibet,china,31.6927,88.0924,2020-01-22,0,0,0,0,western pacific
xinjiang,china,41.1129,85.2401,2020-01-22,0,0,0,0,western pacific
yunnan,china,24.974,101.48700000000001,2020-01-22,1,0,0,1,western pacific
zhejiang,china,29.1832,120.0934,2020-01-22,10,0,0,10,western pacific
unknown,colombia,4.5709,-74.2973,2020-01-22,0,0,0,0,americas
unknown,congo (brazzaville),-0.228,15.8277,2020-01-22,0,0,0,0,africa
unknown,congo (kinshasa),-4.0383,21.7587,2020-01-22,0,0,0,0,africa
unknown,costa rica,9.7489,-83.7534,2020-01-22,0,0,0,0,americas
unknown,cote d'ivoire,7.54,-5.5471,2020-01-22,0,0,0,0,africa
unknown,croatia,45.1,15.2,2020-01-22,0,0,0,0,europe
unknown,cuba,21.521757,-77.78116700000002,2020-01-22,0,0,0,0,americas
unknown,cyprus,35.1264,33.4299,2020-01-22,0,0,0,0,europe
unknown,czechia,49.8175,15.472999999999999,2020-01-22,0,0,0,0,europe
faroe islands,denmark,61.8926,-6.9118,2020-01-22,0,0,0,0,europe
greenland,greenland,71.7069,-42.6043,2020-01-22,0,0,0,0,europe
unknown,denmark,56.2639,9.5018,2020-01-22,0,0,0,0,europe
unknown,djibouti,11.8251,42.5903,2020-01-22,0,0,0,0,eastern mediterranean
unknown,dominican republic,18.7357,-70.1627,2020-01-22,0,0,0,0,americas
unknown,ecuador,-1.8312,-78.1834,2020-01-22,0,0,0,0,americas
unknown,egypt,26.820553000000004,30.802497999999996,2020-01-22,0,0,0,0,eastern mediterranean
unknown,el salvador,13.7942,-88.8965,2020-01-22,0,0,0,0,americas
unknown,equatorial guinea,1.6508,10.2679,2020-01-22,0,0,0,0,africa
unknown,eritrea,15.1794,39.7823,2020-01-22,0,0,0,0,africa
unknown,estonia,58.5953,25.0136,2020-01-22,0,0,0,0,europe
unknown,eswatini,-26.5225,31.4659,2020-01-22,0,0,0,0,africa
unknown,ethiopia,9.145,40.4897,2020-01-22,0,0,0,0,africa
unknown,fiji,-17.7134,178.065,2020-01-22,0,0,0,0,western pacific
unknown,finland,61.92411,25.748151,2020-01-22,0,0,0,0,europe
french guiana,france,3.9339,-53.1258,2020-01-22,0,0,0,0,europe
french polynesia,france,-17.6797,149.4068,2020-01-22,0,0,0,0,europe
guadeloupe,france,16.265,-61.551,2020-01-22,0,0,0,0,europe
mayotte,france,-12.8275,45.166244,2020-01-22,0,0,0,0,europe
new caledonia,france,-20.904304999999997,165.618042,2020-01-22,0,0,0,0,europe
reunion,france,-21.1151,55.5364,2020-01-22,0,0,0,0,europe
saint barthelemy,france,17.9,-62.8333,2020-01-22,0,0,0,0,europe
st martin,france,18.0708,-63.0501,2020-01-22,0,0,0,0,europe
martinique,france,14.6415,-61.0242,2020-01-22,0,0,0,0,europe
unknown,france,46.2276,2.2137,2020-01-22,0,0,0,0,europe
unknown,gabon,-0.8037,11.6094,2020-01-22,0,0,0,0,africa
unknown,gambia,13.4432,-15.3101,2020-01-22,0,0,0,0,africa
unknown,georgia,42.3154,43.3569,2020-01-22,0,0,0,0,europe
unknown,germany,51.165690999999995,10.451526,2020-01-22,0,0,0,0,europe
unknown,ghana,7.9465,-1.0232,2020-01-22,0,0,0,0,africa
unknown,greece,39.0742,21.8243,2020-01-22,0,0,0,0,europe
unknown,guatemala,15.7835,-90.2308,2020-01-22,0,0,0,0,americas
unknown,guinea,9.9456,-9.6966,2020-01-22,0,0,0,0,africa
unknown,guyana,4.860416000000002,-58.93018000000001,2020-01-22,0,0,0,0,americas
unknown,haiti,18.9712,-72.2852,2020-01-22,0,0,0,0,americas
unknown,holy see,41.9029,12.4534,2020-01-22,0,0,0,0,europe
unknown,honduras,15.2,-86.2419,2020-01-22,0,0,0,0,americas
unknown,hungary,47.1625,19.5033,2020-01-22,0,0,0,0,europe
unknown,iceland,64.9631,-19.0208,2020-01-22,0,0,0,0,europe
unknown,india,20.593684,78.96288,2020-01-22,0,0,0,0,south-east asia
unknown,indonesia,-0.7893,113.9213,2020-01-22,0,0,0,0,south-east asia
unknown,iran,32.427908,53.68804599999999,2020-01-22,0,0,0,0,eastern mediterranean
unknown,iraq,33.223191,43.679291,2020-01-22,0,0,0,0,eastern mediterranean
unknown,ireland,53.1424,-7.6921,2020-01-22,0,0,0,0,europe
unknown,israel,31.046051000000002,34.851612,2020-01-22,0,0,0,0,europe
unknown,italy,41.87194,12.56738,2020-01-22,0,0,0,0,europe
unknown,jamaica,18.1096,-77.2975,2020-01-22,0,0,0,0,americas
unknown,japan,36.204824,138.252924,2020-01-22,2,0,0,2,western pacific
unknown,jordan,31.24,36.51,2020-01-22,0,0,0,0,eastern mediterranean
unknown,kazakhstan,48.0196,66.9237,2020-01-22,0,0,0,0,europe
unknown,kenya,-0.0236,37.9062,2020-01-22,0,0,0,0,africa
unknown,south korea,35.90775700000001,127.766922,2020-01-22,1,0,0,1,western pacific
unknown,kuwait,29.311659999999996,47.481766,2020-01-22,0,0,0,0,eastern mediterranean
unknown,kyrgyzstan,41.20438,74.766098,2020-01-22,0,0,0,0,europe
unknown,latvia,56.8796,24.6032,2020-01-22,0,0,0,0,europe
unknown,lebanon,33.8547,35.8623,2020-01-22,0,0,0,0,eastern mediterranean
unknown,liberia,6.4280550000000005,-9.429499,2020-01-22,0,0,0,0,africa
unknown,liechtenstein,47.14,9.55,2020-01-22,0,0,0,0,europe
unknown,lithuania,55.1694,23.8813,2020-01-22,0,0,0,0,europe
unknown,luxembourg,49.8153,6.1296,2020-01-22,0,0,0,0,europe
unknown,madagascar,-18.766947000000002,46.869107,2020-01-22,0,0,0,0,africa
unknown,malaysia,4.210483999999999,101.97576600000001,2020-01-22,0,0,0,0,western pacific
unknown,maldives,3.2028,73.2207,2020-01-22,0,0,0,0,south-east asia
unknown,malta,35.9375,14.3754,2020-01-22,0,0,0,0,europe
unknown,mauritania,21.0079,-10.9408,2020-01-22,0,0,0,0,africa
unknown,mauritius,-20.348404000000002,57.552152,2020-01-22,0,0,0,0,africa
unknown,mexico,23.6345,-102.5528,2020-01-22,0,0,0,0,americas
unknown,moldova,47.4116,28.3699,2020-01-22,0,0,0,0,europe
unknown,monaco,43.7333,7.4167,2020-01-22,0,0,0,0,europe
unknown,mongolia,46.8625,103.8467,2020-01-22,0,0,0,0,western pacific
unknown,montenegro,42.708678000000006,19.37439,2020-01-22,0,0,0,0,europe
unknown,morocco,31.7917,-7.0926,2020-01-22,0,0,0,0,eastern mediterranean
unknown,namibia,-22.9576,18.4904,2020-01-22,0,0,0,0,africa
unknown,nepal,28.1667,84.25,2020-01-22,0,0,0,0,south-east asia
aruba,netherlands,12.5211,-69.9683,2020-01-22,0,0,0,0,europe
curacao,netherlands,12.1696,-68.99,2020-01-22,0,0,0,0,europe
sint maarten,netherlands,18.0425,-63.0548,2020-01-22,0,0,0,0,europe
unknown,netherlands,52.1326,5.2913,2020-01-22,0,0,0,0,europe
unknown,new zealand,-40.9006,174.886,2020-01-22,0,0,0,0,western pacific
unknown,nicaragua,12.865416,-85.207229,2020-01-22,0,0,0,0,americas
unknown,niger,17.607789,8.081666,2020-01-22,0,0,0,0,africa
unknown,nigeria,9.082,8.6753,2020-01-22,0,0,0,0,africa
unknown,north macedonia,41.6086,21.7453,2020-01-22,0,0,0,0,europe
unknown,norway,60.472,8.4689,2020-01-22,0,0,0,0,europe
unknown,oman,21.512583,55.92325500000001,2020-01-22,0,0,0,0,eastern mediterranean
unknown,pakistan,30.3753,69.3451,2020-01-22,0,0,0,0,eastern mediterranean
unknown,panama,8.538,-80.7821,2020-01-22,0,0,0,0,americas
unknown,papua new guinea,-6.314993,143.95555,2020-01-22,0,0,0,0,western pacific
unknown,paraguay,-23.4425,-58.4438,2020-01-22,0,0,0,0,americas
unknown,peru,-9.19,-75.0152,2020-01-22,0,0,0,0,americas
unknown,philippines,12.879721,121.77401699999999,2020-01-22,0,0,0,0,western pacific
unknown,poland,51.9194,19.1451,2020-01-22,0,0,0,0,europe
unknown,portugal,39.3999,-8.2245,2020-01-22,0,0,0,0,europe
unknown,qatar,25.3548,51.1839,2020-01-22,0,0,0,0,eastern mediterranean
unknown,romania,45.9432,24.9668,2020-01-22,0,0,0,0,europe
unknown,russia,61.52401,105.31875600000001,2020-01-22,0,0,0,0,europe
unknown,rwanda,-1.9403,29.8739,2020-01-22,0,0,0,0,africa
unknown,saint lucia,13.9094,-60.9789,2020-01-22,0,0,0,0,americas
unknown,saint vincent and the grenadines,12.9843,-61.2872,2020-01-22,0,0,0,0,americas
unknown,san marino,43.9424,12.4578,2020-01-22,0,0,0,0,europe
unknown,saudi arabia,23.885942,45.079162,2020-01-22,0,0,0,0,eastern mediterranean
unknown,senegal,14.4974,-14.4524,2020-01-22,0,0,0,0,africa
unknown,serbia,44.0165,21.0059,2020-01-22,0,0,0,0,europe
unknown,seychelles,-4.6796,55.492,2020-01-22,0,0,0,0,africa
unknown,singapore,1.2833,103.8333,2020-01-22,0,0,0,0,western pacific
unknown,slovakia,48.669,19.699,2020-01-22,0,0,0,0,europe
unknown,slovenia,46.1512,14.9955,2020-01-22,0,0,0,0,europe
unknown,somalia,5.152149,46.199616,2020-01-22,0,0,0,0,eastern mediterranean
unknown,south africa,-30.5595,22.9375,2020-01-22,0,0,0,0,africa
unknown,spain,40.463667,-3.7492199999999998,2020-01-22,0,0,0,0,europe
unknown,sri lanka,7.873054,80.77179699999998,2020-01-22,0,0,0,0,south-east asia
unknown,sudan,12.8628,30.2176,2020-01-22,0,0,0,0,eastern mediterranean
unknown,suriname,3.9193,-56.0278,2020-01-22,0,0,0,0,americas
unknown,sweden,60.128161,18.643501,2020-01-22,0,0,0,0,europe
unknown,switzerland,46.8182,8.2275,2020-01-22,0,0,0,0,europe
unknown,taiwan*,23.7,121.0,2020-01-22,1,0,0,1,western pacific
unknown,tanzania,-6.369028,34.888822,2020-01-22,0,0,0,0,africa
unknown,thailand,15.870032,100.992541,2020-01-22,2,0,0,2,south-east asia
unknown,togo,8.6195,0.8248,2020-01-22,0,0,0,0,africa
unknown,trinidad and tobago,10.6918,-61.2225,2020-01-22,0,0,0,0,americas
unknown,tunisia,33.886917,9.537499,2020-01-22,0,0,0,0,eastern mediterranean
unknown,turkey,38.9637,35.2433,2020-01-22,0,0,0,0,europe
unknown,uganda,1.373333,32.290275,2020-01-22,0,0,0,0,africa
unknown,ukraine,48.3794,31.1656,2020-01-22,0,0,0,0,europe
unknown,united arab emirates,23.424076,53.847818000000004,2020-01-22,0,0,0,0,eastern mediterranean
bermuda,united kingdom,32.3078,-64.7505,2020-01-22,0,0,0,0,europe
cayman islands,united kingdom,19.3133,-81.2546,2020-01-22,0,0,0,0,europe
channel islands,united kingdom,49.3723,-2.3644,2020-01-22,0,0,0,0,europe
gibraltar,united kingdom,36.1408,-5.3536,2020-01-22,0,0,0,0,europe
isle of man,united kingdom,54.2361,-4.5481,2020-01-22,0,0,0,0,europe
montserrat,united kingdom,16.742498,-62.187366000000004,2020-01-22,0,0,0,0,europe
unknown,united kingdom,55.3781,-3.4360000000000004,2020-01-22,0,0,0,0,europe
unknown,uruguay,-32.5228,-55.7658,2020-01-22,0,0,0,0,americas
unknown,us,40.0,-100.0,2020-01-22,1,0,0,1,americas
unknown,uzbekistan,41.377491,64.585262,2020-01-22,0,0,0,0,europe
unknown,venezuela,6.4238,-66.5897,2020-01-22,0,0,0,0,americas
unknown,vietnam,14.058323999999999,108.277199,2020-01-22,0,0,0,0,western pacific
unknown,zambia,-13.133897,27.849332,2020-01-22,0,0,0,0,africa
unknown,zimbabwe,-19.015438,29.154857,2020-01-22,0,0,0,0,africa
unknown,dominica,15.415,-61.371,2020-01-22,0,0,0,0,americas
unknown,grenada,12.1165,-61.678999999999995,2020-01-22,0,0,0,0,americas
unknown,mozambique,-18.665695,35.529562,2020-01-22,0,0,0,0,africa
unknown,syria,34.802075,38.99681500000001,2020-01-22,0,0,0,0,eastern mediterranean
unknown,timor-leste,-8.874217,125.727539,2020-01-22,0,0,0,0,south-east asia
unknown,belize,17.1899,-88.4976,2020-01-22,0,0,0,0,americas
unknown,laos,19.856270000000002,102.495496,2020-01-22,0,0,0,0,western pacific
unknown,libya,26.3351,17.228331,2020-01-22,0,0,0,0,eastern mediterranean
unknown,west bank and gaza,31.9522,35.2332,2020-01-22,0,0,0,0,eastern mediterranean
unknown,guinea-bissau,11.8037,-15.1804,2020-01-22,0,0,0,0,africa
unknown,mali,17.570692,-3.996166000000001,2020-01-22,0,0,0,0,africa
unknown,saint kitts and nevis,17.357822,-62.782998,2020-01-22,0,0,0,0,americas
northwest territories,canada,64.8255,-124.8457,2020-01-22,0,0,0,0,americas
yukon,canada,64.2823,-135.0,2020-01-22,0,0,0,0,americas
unknown,kosovo,42.602636,20.902977,2020-01-22,0,0,0,0,europe
unknown,burma,21.9162,95.956,2020-01-22,0,0,0,0,south-east asia
anguilla,united kingdom,18.2206,-63.0686,2020-01-22,0,0,0,0,europe
british virgin islands,united kingdom,18.4207,-64.64,2020-01-22,0,0,0,0,europe
turks and caicos islands,united kingdom,21.69400000000001,-71.7979,2020-01-22,0,0,0,0,europe
unknown,botswana,-22.3285,24.6849,2020-01-22,0,0,0,0,africa
unknown,burundi,-3.3731,29.9189,2020-01-22,0,0,0,0,africa
unknown,sierra leone,8.460555000000001,-11.779889,2020-01-22,0,0,0,0,africa
unknown,malawi,-13.2543,34.3015,2020-01-22,0,0,0,0,africa
falkland islands (malvinas),united kingdom,-51.7963,-59.5236,2020-01-22,0,0,0,0,europe
saint pierre and miquelon,france,46.8852,-56.3159,2020-01-22,0,0,0,0,europe
unknown,south sudan,6.8770000000000024,31.307,2020-01-22,0,0,0,0,africa
unknown,western sahara,24.2155,-12.8858,2020-01-22,0,0,0,0,africa
unknown,sao tome and principe,0.1864,6.6131,2020-01-22,0,0,0,0,africa
unknown,yemen,15.552726999999999,48.516388,2020-01-22,0,0,0,0,eastern mediterranean
unknown,comoros,-11.6455,43.3333,2020-01-22,0,0,0,0,africa
unknown,tajikistan,38.861,71.2761,2020-01-22,0,0,0,0,europe
unknown,lesotho,-29.61,28.2336,2020-01-22,0,0,0,0,africa
unknown,afghanistan,33.93911,67.709953,2020-01-23,0,0,0,0,eastern mediterranean
unknown,albania,41.1533,20.1683,2020-01-23,0,0,0,0,europe
unknown,algeria,28.0339,1.6596,2020-01-23,0,0,0,0,africa
unknown,andorra,42.5063,1.5218,2020-01-23,0,0,0,0,europe
unknown,angola,-11.2027,17.8739,2020-01-23,0,0,0,0,africa
unknown,antigua and barbuda,17.0608,-61.7964,2020-01-23,0,0,0,0,americas
unknown,argentina,-38.4161,-63.6167,2020-01-23,0,0,0,0,americas
unknown,armenia,40.0691,45.0382,2020-01-23,0,0,0,0,europe
australian capital territory,australia,-35.4735,149.0124,2020-01-23,0,0,0,0,western pacific
new south wales,australia,-33.8688,151.2093,2020-01-23,0,0,0,0,western pacific
northern territory,australia,-12.4634,130.8456,2020-01-23,0,0,0,0,western pacific
queensland,australia,-27.4698,153.0251,2020-01-23,0,0,0,0,western pacific
south australia,australia,-34.9285,138.6007,2020-01-23,0,0,0,0,western pacific
tasmania,australia,-42.8821,147.3272,2020-01-23,0,0,0,0,western pacific
victoria,australia,-37.8136,144.9631,2020-01-23,0,0,0,0,western pacific
western australia,australia,-31.9505,115.8605,2020-01-23,0,0,0,0,western pacific
unknown,austria,47.5162,14.5501,2020-01-23,0,0,0,0,europe
unknown,azerbaijan,40.1431,47.5769,2020-01-23,0,0,0,0,europe
unknown,bahamas,25.025885,-78.035889,2020-01-23,0,0,0,0,americas
unknown,bahrain,26.0275,50.55,2020-01-23,0,0,0,0,eastern mediterranean
unknown,bangladesh,23.685,90.3563,2020-01-23,0,0,0,0,south-east asia
unknown,barbados,13.1939,-59.5432,2020-01-23,0,0,0,0,americas
unknown,belarus,53.7098,27.9534,2020-01-23,0,0,0,0,europe
unknown,belgium,50.8333,4.469936,2020-01-23,0,0,0,0,europe
unknown,benin,9.3077,2.3158,2020-01-23,0,0,0,0,africa
unknown,bhutan,27.5142,90.4336,2020-01-23,0,0,0,0,south-east asia
unknown,bolivia,-16.2902,-63.5887,2020-01-23,0,0,0,0,americas
unknown,bosnia and herzegovina,43.9159,17.6791,2020-01-23,0,0,0,0,europe
unknown,brazil,-14.235,-51.9253,2020-01-23,0,0,0,0,americas
unknown,brunei,4.5353,114.7277,2020-01-23,0,0,0,0,western pacific
unknown,bulgaria,42.7339,25.4858,2020-01-23,0,0,0,0,europe
unknown,burkina faso,12.2383,-1.5616,2020-01-23,0,0,0,0,africa
unknown,cabo verde,16.5388,-23.0418,2020-01-23,0,0,0,0,africa
unknown,cambodia,11.55,104.9167,2020-01-23,0,0,0,0,western pacific
unknown,cameroon,3.8480000000000003,11.5021,2020-01-23,0,0,0,0,africa
alberta,canada,53.9333,-116.5765,2020-01-23,0,0,0,0,americas
british columbia,canada,53.7267,-127.6476,2020-01-23,0,0,0,0,americas
manitoba,canada,53.7609,-98.8139,2020-01-23,0,0,0,0,americas
new brunswick,canada,46.5653,-66.4619,2020-01-23,0,0,0,0,americas
newfoundland and labrador,canada,53.1355,-57.6604,2020-01-23,0,0,0,0,americas
nova scotia,canada,44.681999999999995,-63.7443,2020-01-23,0,0,0,0,americas
ontario,canada,51.2538,-85.3232,2020-01-23,0,0,0,0,americas
prince edward island,canada,46.5107,-63.4168,2020-01-23,0,0,0,0,americas
quebec,canada,52.9399,-73.5491,2020-01-23,0,0,0,0,americas
saskatchewan,canada,52.9399,-106.4509,2020-01-23,0,0,0,0,americas
unknown,central african republic,6.6111,20.9394,2020-01-23,0,0,0,0,africa
unknown,chad,15.4542,18.7322,2020-01-23,0,0,0,0,africa
unknown,chile,-35.6751,-71.543,2020-01-23,0,0,0,0,americas
anhui,china,31.8257,117.2264,2020-01-23,9,0,0,9,western pacific
beijing,china,40.1824,116.4142,2020-01-23,22,0,0,22,western pacific
chongqing,china,30.0572,107.874,2020-01-23,9,0,0,9,western pacific
fujian,china,26.0789,117.9874,2020-01-23,5,0,0,5,western pacific
gansu,china,35.7518,104.2861,2020-01-23,2,0,0,2,western pacific
guangdong,china,23.3417,113.4244,2020-01-23,32,0,2,30,western pacific
guangxi,china,23.8298,108.7881,2020-01-23,5,0,0,5,western pacific
guizhou,china,26.8154,106.8748,2020-01-23,3,0,0,3,western pacific
hainan,china,19.1959,109.7453,2020-01-23,5,0,0,5,western pacific
hebei,china,39.549,116.1306,2020-01-23,1,1,0,0,western pacific
heilongjiang,china,47.861999999999995,127.7615,2020-01-23,2,0,0,2,western pacific
henan,china,37.8957,114.9042,2020-01-23,5,0,0,5,western pacific
hong kong,china,22.3,114.2,2020-01-23,2,0,0,2,western pacific
hubei,china,30.9756,112.2707,2020-01-23,444,17,28,399,western pacific
hunan,china,27.6104,111.7088,2020-01-23,9,0,0,9,western pacific
inner mongolia,china,44.0935,113.9448,2020-01-23,0,0,0,0,western pacific
jiangsu,china,32.9711,119.455,2020-01-23,5,0,0,5,western pacific
jiangxi,china,27.614,115.7221,2020-01-23,7,0,0,7,western pacific
jilin,china,43.6661,126.1923,2020-01-23,1,0,0,1,western pacific
liaoning,china,41.2956,122.6085,2020-01-23,3,0,0,3,western pacific
macau,china,22.1667,113.55,2020-01-23,2,0,0,2,western pacific
ningxia,china,37.2692,106.1655,2020-01-23,1,0,0,1,western pacific
qinghai,china,35.7452,95.9956,2020-01-23,0,0,0,0,western pacific
shaanxi,china,35.1917,108.8701,2020-01-23,3,0,0,3,western pacific
shandong,china,36.3427,118.1498,2020-01-23,6,0,0,6,western pacific
shanghai,china,31.201999999999998,121.4491,2020-01-23,16,0,0,16,western pacific
shanxi,china,37.5777,112.2922,2020-01-23,1,0,0,1,western pacific
sichuan,china,30.6171,102.7103,2020-01-23,8,0,0,8,western pacific
tianjin,china,39.3054,117.323,2020-01-23,4,0,0,4,western pacific
tibet,china,31.6927,88.0924,2020-01-23,0,0,0,0,western pacific
xinjiang,china,41.1129,85.2401,2020-01-23,2,0,0,2,western pacific
yunnan,china,24.974,101.48700000000001,2020-01-23,2,0,0,2,western pacific
zhejiang,china,29.1832,120.0934,2020-01-23,27,0,0,27,western pacific
unknown,colombia,4.5709,-74.2973,2020-01-23,0,0,0,0,americas
unknown,congo (brazzaville),-0.228,15.8277,2020-01-23,0,0,0,0,africa
unknown,congo (kinshasa),-4.0383,21.7587,2020-01-23,0,0,0,0,africa
unknown,costa rica,9.7489,-83.7534,2020-01-23,0,0,0,0,americas
unknown,cote d'ivoire,7.54,-5.5471,2020-01-23,0,0,0,0,africa
unknown,croatia,45.1,15.2,2020-01-23,0,0,0,0,europe
unknown,cuba,21.521757,-77.78116700000002,2020-01-23,0,0,0,0,americas
unknown,cyprus,35.1264,33.4299,2020-01-23,0,0,0,0,europe
unknown,czechia,49.8175,15.472999999999999,2020-01-23,0,0,0,0,europe
faroe islands,denmark,61.8926,-6.9118,2020-01-23,0,0,0,0,europe
greenland,greenland,71.7069,-42.6043,2020-01-23,0,0,0,0,europe
unknown,denmark,56.2639,9.5018,2020-01-23,0,0,0,0,europe
unknown,djibouti,11.8251,42.5903,2020-01-23,0,0,0,0,eastern mediterranean
unknown,dominican republic,18.7357,-70.1627,2020-01-23,0,0,0,0,americas
unknown,ecuador,-1.8312,-78.1834,2020-01-23,0,0,0,0,americas
unknown,egypt,26.820553000000004,30.802497999999996,2020-01-23,0,0,0,0,eastern mediterranean
unknown,el salvador,13.7942,-88.8965,2020-01-23,0,0,0,0,americas
unknown,equatorial guinea,1.6508,10.2679,2020-01-23,0,0,0,0,africa
unknown,eritrea,15.1794,39.7823,2020-01-23,0,0,0,0,africa
unknown,estonia,58.5953,25.0136,2020-01-23,0,0,0,0,europe
unknown,eswatini,-26.5225,31.4659,2020-01-23,0,0,0,0,africa
